s_city_id,s_city,s_lat,s_lon,s_pop,s_country,s_Volume,s_Vol2,e_city_id,e_City,e_lat,e_lon,e_pop,e_country,e_vol,e_Vol2
404,Cachoeiro de Itapemirim,-20.85000771,-41.12998071,174808.5,Brazil,28,785,128,Chicago,41.82999066,-87.75005497,5915976,United States of America,3954100,11
405,Cadiz,36.53499086,-6.225005332,153932.5,Spain,16,585,128,Chicago,41.82999066,-87.75005497,5915976,United States of America,3954100,11
406,Calgary,51.08299176,-114.0799982,1012661,Canada,21,751,128,Chicago,41.82999066,-87.75005497,5915976,United States of America,3954100,11
407,Cambridge,52.20039125,0.116623086,128488,United Kingdom,8,811,128,Chicago,41.82999066,-87.75005497,5915976,United States of America,3954100,11
408,Campana,-34.15999632,-58.95997766,77149.5,Argentina,36,581,128,Chicago,41.82999066,-87.75005497,5915976,United States of America,3954100,11
409,Campo Grande,-20.45003213,-54.61662521,687723,Brazil,5,644,128,Chicago,41.82999066,-87.75005497,5915976,United States of America,3954100,11
410,Canoas,-29.91999673,-51.17998743,466661,Brazil,3,985,128,Chicago,41.82999066,-87.75005497,5915976,United States of America,3954100,11
411,Cape Coral,26.60290977,-81.97968368,117387.5,United States of America,22,689,128,Chicago,41.82999066,-87.75005497,5915976,United States of America,3954100,11
412,Cape Town,-33.92001097,18.43498816,2823929,South Africa,36,836,128,Chicago,41.82999066,-87.75005497,5915976,United States of America,3954100,11
413,Cartagena,37.60042971,-0.980028322,166276.5,Spain,1,1004,128,Chicago,41.82999066,-87.75005497,5915976,United States of America,3954100,11
414,Castello,39.97041424,-0.05000757,176360,Spain,35,540,128,Chicago,41.82999066,-87.75005497,5915976,United States of America,3954100,11
415,Catamarca,-28.47000771,-65.78000065,162586,Argentina,1,997,128,Chicago,41.82999066,-87.75005497,5915976,United States of America,3954100,11
416,Catania,37.49997072,15.07999914,482908,Italy,15,843,128,Chicago,41.82999066,-87.75005497,5915976,United States of America,3954100,11
417,Reno,39.52997601,-119.8200096,265363.5,United States of America,4,1004,300,London,51.49999473,-0.116721844,7994104.5,United Kingdom,4021347,19
418,Scranton,41.40929283,-75.66267908,114701,United States of America,14,646,300,London,51.49999473,-0.116721844,7994104.5,United Kingdom,4021347,19
419,Shakhty,47.72038047,40.2700378,206203.5,Russia,32,716,300,London,51.49999473,-0.116721844,7994104.5,United Kingdom,4021347,19
420,The Hague,52.08003684,4.269961302,953862.5,Netherlands,34,678,300,London,51.49999473,-0.116721844,7994104.5,United Kingdom,4021347,19
421,Tokmak,42.82987795,75.28459306,87953.5,Kyrgyzstan,12,562,300,London,51.49999473,-0.116721844,7994104.5,United Kingdom,4021347,19
422,Vryheid,-27.76002521,30.7899963,108364.5,South Africa,25,620,300,London,51.49999473,-0.116721844,7994104.5,United Kingdom,4021347,19
423,Waterbury,41.55000775,-73.05002202,174236,United States of America,28,845,300,London,51.49999473,-0.116721844,7994104.5,United Kingdom,4021347,19
424,Weifang,36.7204059,119.1001098,973866,China,18,907,300,London,51.49999473,-0.116721844,7994104.5,United Kingdom,4021347,19
425,Welkom,-27.96998655,26.72998572,279011.5,South Africa,7,972,300,London,51.49999473,-0.116721844,7994104.5,United Kingdom,4021347,19
426,Wiesbaden,50.08039146,8.250028441,444779,Germany,29,948,300,London,51.49999473,-0.116721844,7994104.5,United Kingdom,4021347,19
427,Wilmington,34.22551943,-77.94502039,126992,United States of America,17,863,300,London,51.49999473,-0.116721844,7994104.5,United Kingdom,4021347,19
428,Winnipeg,49.88298749,-97.16599186,603688,Canada,16,942,300,London,51.49999473,-0.116721844,7994104.5,United Kingdom,4021347,19
429,Wollongong,-34.41538125,150.890004,201319.5,Australia,34,971,300,London,51.49999473,-0.116721844,7994104.5,United Kingdom,4021347,19
430,Xapeco,-27.10001382,-52.64002751,154794,Brazil,26,575,300,London,51.49999473,-0.116721844,7994104.5,United Kingdom,4021347,19
431,Xian,34.27502545,108.8949963,3617406,China,15,549,300,London,51.49999473,-0.116721844,7994104.5,United Kingdom,4021347,19
432,Xinyi,34.38000612,118.3500264,962656,China,26,538,300,London,51.49999473,-0.116721844,7994104.5,United Kingdom,4021347,19
433,Yakutsk,62.03495892,129.7350162,220813,Russia,9,649,300,London,51.49999473,-0.116721844,7994104.5,United Kingdom,4021347,19
434,Yevpatoriya,45.19689109,33.36306921,90588,Ukraine,26,513,300,London,51.49999473,-0.116721844,7994104.5,United Kingdom,4021347,19
435,Yichun,27.8333333,114.4,982000,China,5,587,300,London,51.49999473,-0.116721844,7994104.5,United Kingdom,4021347,19
436,York,53.97038658,-1.080022218,151574.5,United Kingdom,13,546,300,London,51.49999473,-0.116721844,7994104.5,United Kingdom,4021347,19
437,Youngstown,41.09969932,-80.64973902,194765,United States of America,33,956,300,London,51.49999473,-0.116721844,7994104.5,United Kingdom,4021347,19
438,Yuzhno Sakhalinsk,46.96497438,142.7400105,174685,Russia,7,631,300,London,51.49999473,-0.116721844,7994104.5,United Kingdom,4021347,19
439,Zarate,-34.08956134,-59.04002446,86192,Argentina,22,918,300,London,51.49999473,-0.116721844,7994104.5,United Kingdom,4021347,19
440,Zheleznogorsk,52.3547746,35.40439164,94212,Russia,17,649,300,London,51.49999473,-0.116721844,7994104.5,United Kingdom,4021347,19
441,Zhezqazghan,47.77998924,67.77001298,104357,Kazakhstan,6,904,300,London,51.49999473,-0.116721844,7994104.5,United Kingdom,4021347,19
442,Zhytomyr,50.24557517,28.66216752,278581,Ukraine,7,517,300,London,51.49999473,-0.116721844,7994104.5,United Kingdom,4021347,19
443,Zlatoust,55.17499005,59.64999182,176285,Russia,12,523,300,London,51.49999473,-0.116721844,7994104.5,United Kingdom,4021347,19
444,Zlin,49.2304175,17.65002315,101893.5,Czech Republic,32,619,300,London,51.49999473,-0.116721844,7994104.5,United Kingdom,4021347,19
445,Balqash,46.8532241,74.95024654,80586,Kazakhstan,28,878,300,London,51.49999473,-0.116721844,7994104.5,United Kingdom,4021347,19
446,Banja Luka,44.78040489,17.17997432,221422,Bosnia and Herzegovina,29,520,300,London,51.49999473,-0.116721844,7994104.5,United Kingdom,4021347,19
447,Barahona,18.20037355,-71.099986,83644,Dominican Republic,15,955,300,London,51.49999473,-0.116721844,7994104.5,United Kingdom,4021347,19
448,Barranquilla,10.95998863,-74.79996688,1521245.5,Colombia,15,932,300,London,51.49999473,-0.116721844,7994104.5,United Kingdom,4021347,19
449,Barretos,-20.55002602,-48.58001693,97562,Brazil,20,812,300,London,51.49999473,-0.116721844,7994104.5,United Kingdom,4021347,19
450,Bata,1.870000833,9.769987344,135943.5,Equatorial Guinea,13,672,300,London,51.49999473,-0.116721844,7994104.5,United Kingdom,4021347,19
451,Bath,51.3837486,-2.350022218,92679,United Kingdom,15,646,300,London,51.49999473,-0.116721844,7994104.5,United Kingdom,4021347,19
452,Batman,37.89041201,41.14001054,276337.5,Turkey,2,865,300,London,51.49999473,-0.116721844,7994104.5,United Kingdom,4021347,19
453,Beaumont,30.08626304,-94.10168278,107455.5,United States of America,21,1002,300,London,51.49999473,-0.116721844,7994104.5,United Kingdom,4021347,19
454,Beer Sheva,31.2500163,34.8300081,196504,Israel,35,630,300,London,51.49999473,-0.116721844,7994104.5,United Kingdom,4021347,19
455,Beijing,39.92889223,116.3882857,9293300.5,China,10,532,300,London,51.49999473,-0.116721844,7994104.5,United Kingdom,4021347,19
456,Belfast,54.60001223,-5.960034425,362588,United Kingdom,24,822,300,London,51.49999473,-0.116721844,7994104.5,United Kingdom,4021347,19
457,Belo Horizonte,-19.91502602,-43.91500452,3974112,Brazil,30,508,300,London,51.49999473,-0.116721844,7994104.5,United Kingdom,4021347,19
458,Bento Goncalves,-29.1694999,-51.51996668,92561.5,Brazil,4,565,300,London,51.49999473,-0.116721844,7994104.5,United Kingdom,4021347,19
459,Berkeley,37.87390139,-122.271152,298257,United States of America,2,652,300,London,51.49999473,-0.116721844,7994104.5,United Kingdom,4021347,19
460,Independence,39.09111391,-94.41528121,130695,United States of America,22,570,300,London,51.49999473,-0.116721844,7994104.5,United Kingdom,4021347,19
461,Ingolstadt,48.77041974,11.44998816,141991.5,Germany,9,778,300,London,51.49999473,-0.116721844,7994104.5,United Kingdom,4021347,19
462,Potosi,-19.56956907,-65.75002832,160576,Bolivia,16,735,300,London,51.49999473,-0.116721844,7994104.5,United Kingdom,4021347,19
463,Potsdam,52.40040489,13.06999263,181693.5,Germany,24,998,300,London,51.49999473,-0.116721844,7994104.5,United Kingdom,4021347,19
464,Poughkeepsie,41.70023114,-73.92141585,100670.5,United States of America,23,867,300,London,51.49999473,-0.116721844,7994104.5,United Kingdom,4021347,19
465,Prague,50.08333701,14.46597978,582043.5,Czech Republic,36,816,300,London,51.49999473,-0.116721844,7994104.5,United Kingdom,4021347,19
466,Prey Veng,11.48399998,105.3240036,74000,Cambodia,19,715,300,London,51.49999473,-0.116721844,7994104.5,United Kingdom,4021347,19
467,Pristina,42.66670961,21.16598425,331700,Kosovo,7,806,300,London,51.49999473,-0.116721844,7994104.5,United Kingdom,4021347,19
468,Provo,40.24889854,-111.63777,231238,United States of America,2,682,300,London,51.49999473,-0.116721844,7994104.5,United Kingdom,4021347,19
469,Pskov,57.82999595,28.32993974,189979.5,Russia,21,921,300,London,51.49999473,-0.116721844,7994104.5,United Kingdom,4021347,19
470,Puerto Plata,19.7902171,-70.69024747,119897,Dominican Republic,20,686,300,London,51.49999473,-0.116721844,7994104.5,United Kingdom,4021347,19
471,Punta del Este,-34.96997272,-54.94998987,84140,Uruguay,9,674,300,London,51.49999473,-0.116721844,7994104.5,United Kingdom,4021347,19
472,Québec,46.83996909,-71.24561019,576386,Canada,2,544,300,London,51.49999473,-0.116721844,7994104.5,United Kingdom,4021347,19
473,Qyzylorda,44.80001609,65.46498572,213259.5,Kazakhstan,15,592,300,London,51.49999473,-0.116721844,7994104.5,United Kingdom,4021347,19
474,Racine,42.72771364,-87.81183415,105458.5,United States of America,7,546,300,London,51.49999473,-0.116721844,7994104.5,United Kingdom,4021347,19
475,Ragusa,36.93003135,14.72999467,67361,Italy,8,650,300,London,51.49999473,-0.116721844,7994104.5,United Kingdom,4021347,19
476,Ramla,31.91670012,34.86670252,63860,Israel,3,561,300,London,51.49999473,-0.116721844,7994104.5,United Kingdom,4021347,19
477,Rancagua,-34.17002155,-70.73998214,222981.5,Chile,32,705,300,London,51.49999473,-0.116721844,7994104.5,United Kingdom,4021347,19
478,Rawalpindi,33.59997622,73.04002722,1800550.5,Pakistan,10,900,300,London,51.49999473,-0.116721844,7994104.5,United Kingdom,4021347,19
479,Reconquista,-29.13952757,-59.65001306,86640.5,Argentina,8,647,300,London,51.49999473,-0.116721844,7994104.5,United Kingdom,4021347,19
480,Red Deer,52.26664044,-113.8000411,74225,Canada,15,587,300,London,51.49999473,-0.116721844,7994104.5,United Kingdom,4021347,19
481,Regensburg,49.02040448,12.12002478,146755,Germany,20,508,300,London,51.49999473,-0.116721844,7994104.5,United Kingdom,4021347,19
482,Saidu,34.75003522,72.34999182,1860310,Pakistan,19,859,300,London,51.49999473,-0.116721844,7994104.5,United Kingdom,4021347,19
483,Saint-Etienne,45.43039105,4.380032103,220982,France,5,643,300,London,51.49999473,-0.116721844,7994104.5,United Kingdom,4021347,19
484,Settat,33.01042564,-7.620010622,140415,Morocco,4,829,300,London,51.49999473,-0.116721844,7994104.5,United Kingdom,4021347,19
485,South Bend,41.68330711,-86.25001734,171791,United States of America,13,570,300,London,51.49999473,-0.116721844,7994104.5,United Kingdom,4021347,19
486,Southampton,50.90003135,-1.399976849,384417,United Kingdom,15,937,300,London,51.49999473,-0.116721844,7994104.5,United Kingdom,4021347,19
487,Tiraspol,46.85309491,29.63998897,137097,Moldova,1,755,300,London,51.49999473,-0.116721844,7994104.5,United Kingdom,4021347,19
488,Tsuruoka,38.70041424,139.830214,88052.5,Japan,3,1003,300,London,51.49999473,-0.116721844,7994104.5,United Kingdom,4021347,19
489,Tubarao,-28.48003294,-49.02001591,79760,Brazil,31,808,300,London,51.49999473,-0.116721844,7994104.5,United Kingdom,4021347,19
490,Saskatoon,52.17003135,-106.6699854,194075.5,Canada,8,755,642,Tokyo,35.68501691,139.7514074,22006299.5,Japan,4512331,26
491,Sete Lagoas,-19.44962807,-44.24999699,195032,Brazil,6,856,642,Tokyo,35.68501691,139.7514074,22006299.5,Japan,4512331,26
492,Tauranga,-37.69642129,176.1536299,84730,New Zealand,28,949,642,Tokyo,35.68501691,139.7514074,22006299.5,Japan,4512331,26
493,Timbuktu,16.7665851,-3.016596518,68872,Mali,26,938,642,Tokyo,35.68501691,139.7514074,22006299.5,Japan,4512331,26
494,Vilnius,54.68336631,25.31663529,524697.5,Lithuania,15,554,642,Tokyo,35.68501691,139.7514074,22006299.5,Japan,4512331,26
495,"Washington, D.C.",38.89954938,-77.00941858,2445216.5,United States of America,1,763,642,Tokyo,35.68501691,139.7514074,22006299.5,Japan,4512331,26
496,Aberdeen,57.17039797,-2.079987021,186577,United Kingdom,4,789,642,Tokyo,35.68501691,139.7514074,22006299.5,Japan,4512331,26
497,Abilene,32.4486253,-99.73278609,108008,United States of America,24,701,642,Tokyo,35.68501691,139.7514074,22006299.5,Japan,4512331,26
498,Ad Damman,26.42819175,50.09967037,1411656,Saudi Arabia,12,518,642,Tokyo,35.68501691,139.7514074,22006299.5,Japan,4512331,26
499,Almeria,36.83034751,-2.429991497,152032.5,Spain,26,639,642,Tokyo,35.68501691,139.7514074,22006299.5,Japan,4512331,26
500,Amiens,49.90037661,2.300004027,118908.5,France,3,962,642,Tokyo,35.68501691,139.7514074,22006299.5,Japan,4512331,26
501,Amsterdam,52.34996869,4.916640176,886318,Netherlands,4,659,642,Tokyo,35.68501691,139.7514074,22006299.5,Japan,4512331,26
502,An Najaf,32.00033225,44.33537105,612776,Iraq,27,868,642,Tokyo,35.68501691,139.7514074,22006299.5,Japan,4512331,26
503,Ankang,32.67998069,109.0200016,1025000,China,6,716,642,Tokyo,35.68501691,139.7514074,22006299.5,Japan,4512331,26
504,Annecy,45.89997479,6.116670287,77490.5,France,3,874,642,Tokyo,35.68501691,139.7514074,22006299.5,Japan,4512331,26
505,Riverside,33.94194501,-117.3980386,297554,United States of America,19,636,451,Oslo,59.91669029,10.74997921,707500,Norway,5121333,14
506,Sarnia,42.96663963,-82.3999681,113585,Canada,27,535,451,Oslo,59.91669029,10.74997921,707500,Norway,5121333,14
507,Shimonoseki,33.96543194,130.9454333,236198.5,Japan,10,585,451,Oslo,59.91669029,10.74997921,707500,Norway,5121333,14
508,Tanjungpandan,-2.750027243,107.6500077,61591,Indonesia,36,1004,451,Oslo,59.91669029,10.74997921,707500,Norway,5121333,14
509,Topeka,39.05000531,-95.66998499,126830.5,United States of America,20,592,451,Oslo,59.91669029,10.74997921,707500,Norway,5121333,14
510,Vienna,48.20001528,16.36663896,2065500,Austria,11,544,451,Oslo,59.91669029,10.74997921,707500,Norway,5121333,14
511,Sakata,38.92003908,139.8500577,86507.5,Japan,16,617,451,Oslo,59.91669029,10.74997921,707500,Norway,5121333,14
512,Spokane,47.66999595,-117.4199494,272483.5,United States of America,23,856,451,Oslo,59.91669029,10.74997921,707500,Norway,5121333,14
513,Tukuyu,-9.249578838,33.64000321,77984,Tanzania,34,799,451,Oslo,59.91669029,10.74997921,707500,Norway,5121333,14
514,Bournemouth,50.72999005,-1.900049684,295272.5,United Kingdom,23,785,451,Oslo,59.91669029,10.74997921,707500,Norway,5121333,14
515,George Town,5.413613156,100.3293679,1610101,Malaysia,11,572,451,Oslo,59.91669029,10.74997921,707500,Norway,5121333,14
516,Innsbruck,47.28040733,11.4099906,133840.5,Austria,4,741,451,Oslo,59.91669029,10.74997921,707500,Norway,5121333,14
517,La Rochelle,46.16665102,-1.149992108,76903.5,France,22,684,451,Oslo,59.91669029,10.74997921,707500,Norway,5121333,14
518,La Romana,18.41700116,-68.96660201,202471.5,Dominican Republic,10,529,451,Oslo,59.91669029,10.74997921,707500,Norway,5121333,14
519,La Serena,-29.89999795,-71.24997685,151290,Chile,17,621,451,Oslo,59.91669029,10.74997921,707500,Norway,5121333,14
520,Laayoune,27.14998232,-13.20000594,182224.5,Morocco,4,686,451,Oslo,59.91669029,10.74997921,707500,Norway,5121333,14
521,Labe,11.31999249,-12.3000092,99612,Guinea,2,866,451,Oslo,59.91669029,10.74997921,707500,Norway,5121333,14
522,Lafayette,30.19997703,-92.01994938,135205.5,United States of America,14,932,451,Oslo,59.91669029,10.74997921,707500,Norway,5121333,14
523,Lahore,31.55997154,74.35002478,6443944,Pakistan,3,543,451,Oslo,59.91669029,10.74997921,707500,Norway,5121333,14
524,Lahti,60.99385968,25.66493445,97508,Finland,31,940,451,Oslo,59.91669029,10.74997921,707500,Norway,5121333,14
525,Lajes,-27.80958291,-50.30998885,139972,Brazil,31,935,451,Oslo,59.91669029,10.74997921,707500,Norway,5121333,14
526,Lansing,42.73352724,-84.54673629,198821.5,United States of America,31,832,451,Oslo,59.91669029,10.74997921,707500,Norway,5121333,14
527,Novoaltaysk,53.39925865,83.95884395,76218,Russia,6,805,451,Oslo,59.91669029,10.74997921,707500,Norway,5121333,14
528,Novocherkassk,47.41995953,40.08002356,159470.5,Russia,4,988,451,Oslo,59.91669029,10.74997921,707500,Norway,5121333,14
529,Nowra,-34.88284625,150.6000476,61036.5,Australia,33,998,451,Oslo,59.91669029,10.74997921,707500,Norway,5121333,14
530,Nueva San Salvador,13.67399699,-89.28999848,124694,El Salvador,35,836,451,Oslo,59.91669029,10.74997921,707500,Norway,5121333,14
531,Nyanza,-2.349586569,29.74003454,225209,Rwanda,31,914,451,Oslo,59.91669029,10.74997921,707500,Norway,5121333,14
532,Obihiro,42.93041445,143.1700101,169614,Japan,14,647,451,Oslo,59.91669029,10.74997921,707500,Norway,5121333,14
533,Oldenburg,53.1299986,8.220004434,163338,Germany,3,694,451,Oslo,59.91669029,10.74997921,707500,Norway,5121333,14
534,Olomouc,49.63003135,17.24999589,97829,Czech Republic,18,620,451,Oslo,59.91669029,10.74997921,707500,Norway,5121333,14
535,Malindi,-3.209999167,40.10002234,81160,Kenya,12,579,451,Oslo,59.91669029,10.74997921,707500,Norway,5121333,14
536,Manchester,53.50041526,-2.247987103,1312757.5,United Kingdom,19,808,451,Oslo,59.91669029,10.74997921,707500,Norway,5121333,14
537,Mangyshlak,43.69045506,51.14173561,147443,Kazakhstan,22,858,451,Oslo,59.91669029,10.74997921,707500,Norway,5121333,14
538,Manisa,38.63039268,27.43996822,237700,Turkey,36,977,451,Oslo,59.91669029,10.74997921,707500,Norway,5121333,14
539,Salzburg,47.81047833,13.0400203,178274,Austria,36,655,451,Oslo,59.91669029,10.74997921,707500,Norway,5121333,14
540,St. John’s,47.58498822,-52.68100692,115325.5,Canada,21,897,451,Oslo,59.91669029,10.74997921,707500,Norway,5121333,14
541,Uberaba,-19.7799955,-47.9500037,234807,Brazil,24,927,451,Oslo,59.91669029,10.74997921,707500,Norway,5121333,14
542,Blagoveshchensk,50.26660748,127.5333418,206711,Russia,14,728,451,Oslo,59.91669029,10.74997921,707500,Norway,5121333,14
543,Utrecht,52.10034568,5.120038614,478224,Netherlands,8,521,516,Quito,-0.214988181,-78.50005111,1550407,Ecuador,5211978,6
544,Regina,50.45003298,-104.6170099,176183,Canada,19,546,516,Quito,-0.214988181,-78.50005111,1550407,Ecuador,5211978,6
545,Severodvinsk,64.57002382,39.83001298,182077.5,Russia,13,777,516,Quito,-0.214988181,-78.50005111,1550407,Ecuador,5211978,6
546,Tiruvannamalai,12.26037437,79.09996741,138243,India,7,593,516,Quito,-0.214988181,-78.50005111,1550407,Ecuador,5211978,6
547,Kiffa,16.61997906,-11.39998661,73930,Mauritania,7,591,516,Quito,-0.214988181,-78.50005111,1550407,Ecuador,5211978,6
548,Kigali,-1.953590069,30.06053178,802630.5,Rwanda,5,989,516,Quito,-0.214988181,-78.50005111,1550407,Ecuador,5211978,6
549,Kilifi,-3.609613018,39.85001176,63228.5,Kenya,24,831,516,Quito,-0.214988181,-78.50005111,1550407,Ecuador,5211978,6
550,Killeen,31.11728538,-97.72748214,120464,United States of America,15,851,516,Quito,-0.214988181,-78.50005111,1550407,Ecuador,5211978,6
551,Kimberley,-28.74683836,24.77000199,153676.5,South Africa,7,846,516,Quito,-0.214988181,-78.50005111,1550407,Ecuador,5211978,6
552,Kindia,10.06001772,-12.86997441,93511,Guinea,1,713,516,Quito,-0.214988181,-78.50005111,1550407,Ecuador,5211978,6
553,Kisumu,-0.090034567,34.75001298,306047,Kenya,15,558,516,Quito,-0.214988181,-78.50005111,1550407,Ecuador,5211978,6
554,Kitale,1.030465514,34.98994665,112809,Kenya,13,929,516,Quito,-0.214988181,-78.50005111,1550407,Ecuador,5211978,6
555,Beira,-19.82004474,34.87000565,507196.5,Mozambique,4,772,516,Quito,-0.214988181,-78.50005111,1550407,Ecuador,5211978,6
556,Hawalli,29.33334002,47.99999756,164212,Kuwait,6,948,516,Quito,-0.214988181,-78.50005111,1550407,Ecuador,5211978,6
557,Haarlem,52.38043194,4.629991006,248773.5,Netherlands,36,679,516,Quito,-0.214988181,-78.50005111,1550407,Ecuador,5211978,6
558,Hachinohe,40.50999371,141.5400321,225575,Japan,10,522,516,Quito,-0.214988181,-78.50005111,1550407,Ecuador,5211978,6
559,Hamburg,53.55002464,9.999999144,1748058.5,Germany,3,940,516,Quito,-0.214988181,-78.50005111,1550407,Ecuador,5211978,6
560,Hamilton,-37.77000853,175.3000386,112145,New Zealand,33,644,516,Quito,-0.214988181,-78.50005111,1550407,Ecuador,5211978,6
561,Hamilton,43.24998151,-79.82999577,620501,Canada,15,996,516,Quito,-0.214988181,-78.50005111,1550407,Ecuador,5211978,6
562,Hania,35.51221092,24.01557776,66646.5,Greece,32,949,516,Quito,-0.214988181,-78.50005111,1550407,Ecuador,5211978,6
563,Hannover,52.36697023,9.716657266,618815,Germany,4,709,516,Quito,-0.214988181,-78.50005111,1550407,Ecuador,5211978,6
564,Hartford,41.77002016,-72.67996708,518509.5,United States of America,34,812,516,Quito,-0.214988181,-78.50005111,1550407,Ecuador,5211978,6
565,Hatay,36.2303583,36.12000688,305564,Turkey,11,682,516,Quito,-0.214988181,-78.50005111,1550407,Ecuador,5211978,6
566,San Juan,18.80700306,-71.22899657,72950,Dominican Republic,8,948,516,Quito,-0.214988181,-78.50005111,1550407,Ecuador,5211978,6
567,Sterlitamak,53.62999392,55.96003617,220040,Russia,15,671,516,Quito,-0.214988181,-78.50005111,1550407,Ecuador,5211978,6
568,Uruguaiana,-29.76961831,-57.08998845,97736.5,Brazil,25,663,516,Quito,-0.214988181,-78.50005111,1550407,Ecuador,5211978,6
569,Eldoret,0.520005716,35.26998124,285913.5,Kenya,13,891,516,Quito,-0.214988181,-78.50005111,1550407,Ecuador,5211978,6
570,Sarajevo,43.8500224,18.38300167,662816.5,Bosnia and Herzegovina,20,650,516,Quito,-0.214988181,-78.50005111,1550407,Ecuador,5211978,6
571,Takaoka,36.67002138,136.9999991,124437,Japan,22,892,516,Quito,-0.214988181,-78.50005111,1550407,Ecuador,5211978,6
572,Versailles,48.80046958,2.133347533,85416,France,6,656,516,Quito,-0.214988181,-78.50005111,1550407,Ecuador,5211978,6
573,Cologne,50.93000368,6.950004434,983697.5,Germany,12,873,516,Quito,-0.214988181,-78.50005111,1550407,Ecuador,5211978,6
574,Copiapo,-27.35999795,-70.33998071,117316.5,Chile,17,541,516,Quito,-0.214988181,-78.50005111,1550407,Ecuador,5211978,6
575,Coral Gables,25.71541872,-80.29107874,98700.5,United States of America,20,1004,516,Quito,-0.214988181,-78.50005111,1550407,Ecuador,5211978,6
576,Dundee,56.47038902,-3.000008384,151013.5,United Kingdom,21,754,516,Quito,-0.214988181,-78.50005111,1550407,Ecuador,5211978,6
577,Durban,-29.865013,30.98001054,2729000,South Africa,17,703,516,Quito,-0.214988181,-78.50005111,1550407,Ecuador,5211978,6
578,Edmonton,53.55002464,-113.4999819,885195.5,Canada,29,662,516,Quito,-0.214988181,-78.50005111,1550407,Ecuador,5211978,6
579,Bucaramanga,7.1300932,-73.12588302,790410,Colombia,12,599,516,Quito,-0.214988181,-78.50005111,1550407,Ecuador,5211978,6
580,Bago,17.32001385,96.51497676,264347,Myanmar,23,749,516,Quito,-0.214988181,-78.50005111,1550407,Ecuador,5211978,6
581,Baguio City,16.42999066,120.5699426,360269,Philippines,17,955,516,Quito,-0.214988181,-78.50005111,1550407,Ecuador,5211978,6
582,Bahia Blanca,-38.74002684,-62.2650214,279041,Argentina,11,582,516,Quito,-0.214988181,-78.50005111,1550407,Ecuador,5211978,6
583,Baku,40.39527203,49.86221716,2007150,Azerbaijan,3,770,516,Quito,-0.214988181,-78.50005111,1550407,Ecuador,5211978,6
584,Balakovo,52.02998822,47.80001745,172821.5,Russia,20,802,516,Quito,-0.214988181,-78.50005111,1550407,Ecuador,5211978,6
585,Balikesir,39.6503821,27.89001827,249833.5,Turkey,24,558,516,Quito,-0.214988181,-78.50005111,1550407,Ecuador,5211978,6
586,Samara,53.19500755,50.15129512,996595,Russia,28,893,516,Quito,-0.214988181,-78.50005111,1550407,Ecuador,5211978,6
587,St. Paul,44.94398663,-93.08497481,509961,United States of America,5,862,516,Quito,-0.214988181,-78.50005111,1550407,Ecuador,5211978,6
588,Uberlandia,-18.89999754,-48.27998356,484862,Brazil,20,916,516,Quito,-0.214988181,-78.50005111,1550407,Ecuador,5211978,6
589,Nairobi,-1.283346742,36.81665686,2880273.5,Kenya,31,894,405,Moscow,55.75216412,37.61552283,10452000,Russia,6465542,33
590,Nakhodka,67.75039817,77.51996049,159551,Russia,19,824,405,Moscow,55.75216412,37.61552283,10452000,Russia,6465542,33
591,Plymouth,50.38538576,-4.159989259,239436,United Kingdom,13,999,405,Moscow,55.75216412,37.61552283,10452000,Russia,6465542,33
592,Pointe-a-Pitre,16.24147504,-61.5329989,81887.5,France,16,859,405,Moscow,55.75216412,37.61552283,10452000,Russia,6465542,33
593,Poitier,46.58329226,0.333276529,85383.5,France,8,947,405,Moscow,55.75216412,37.61552283,10452000,Russia,6465542,33
594,Polatsk,55.48938946,28.78598425,79216,Belarus,25,660,405,Moscow,55.75216412,37.61552283,10452000,Russia,6465542,33
595,Pori,61.47889467,21.77493933,71526,Finland,22,961,405,Moscow,55.75216412,37.61552283,10452000,Russia,6465542,33
596,Port Elizabeth,-33.97003375,25.60002885,830527,South Africa,22,682,405,Moscow,55.75216412,37.61552283,10452000,Russia,6465542,33
597,Port Louis,-20.16663857,57.49999385,371953.5,Mauritius,10,688,405,Moscow,55.75216412,37.61552283,10452000,Russia,6465542,33
598,Port Moresby,-9.464707826,147.1925036,267434.5,Papua New Guinea,6,819,405,Moscow,55.75216412,37.61552283,10452000,Russia,6465542,33
599,Portland,43.67216158,-70.2455274,99504,United States of America,36,623,405,Moscow,55.75216412,37.61552283,10452000,Russia,6465542,33
600,Porto Alegre,-30.05001463,-51.20001205,2644870.5,Brazil,3,724,405,Moscow,55.75216412,37.61552283,10452000,Russia,6465542,33
601,Porto-Novo,6.483310973,2.616625528,267084,Benin,32,957,405,Moscow,55.75216412,37.61552283,10452000,Russia,6465542,33
602,Portsmouth,50.80034751,-1.080022218,323676,United Kingdom,6,566,405,Moscow,55.75216412,37.61552283,10452000,Russia,6465542,33
603,Potenza,40.64200213,15.7989965,69060,Italy,25,661,405,Moscow,55.75216412,37.61552283,10452000,Russia,6465542,33
604,Iskenderun,36.58041445,36.17002966,228954,Turkey,26,957,405,Moscow,55.75216412,37.61552283,10452000,Russia,6465542,33
605,Itajai,-26.89961261,-48.68001083,241421,Brazil,1,596,405,Moscow,55.75216412,37.61552283,10452000,Russia,6465542,33
